dt_8601,speed,count
2014-11-26T09:10:00,64,60
2014-11-26T09:15:00,69,58
2014-11-26T09:20:00,71,70
2014-11-26T09:25:00,67,72
2014-11-26T09:30:00,67,74
2014-11-26T09:35:00,67,87
2014-11-26T09:40:00,67,74
2014-11-26T09:45:00,66,60
2014-11-26T09:50:00,62,77
2014-11-26T09:55:00,65,81
2014-11-26T10:00:00,63,98
2014-11-26T10:05:00,68,41
2014-11-26T10:10:00,64,99
2014-11-26T10:15:00,67,94
2014-11-26T10:20:00,67,85
2014-11-26T10:25:00,69,73
2014-11-26T10:30:00,69,110
2014-11-26T10:35:00,63,107
2014-11-26T10:40:00,64,106
2014-11-26T10:45:00,68,65
2014-11-26T10:50:00,70,76
2014-11-26T10:55:00,67,64
2014-11-26T11:00:00,66,63
2014-11-26T11:05:00,64,71
2014-11-26T11:10:00,64,85
2014-11-26T11:15:00,66,79
2014-11-26T11:20:00,66,75
2014-11-26T11:25:00,61,73
2014-11-26T11:30:00,67,79
2014-11-26T11:35:00,68,80
2014-11-26T11:40:00,67,91
2014-11-26T11:45:00,67,91
2014-11-26T11:50:00,66,76
2014-11-26T11:55:00,69,92
2014-11-26T12:00:00,68,101
2014-11-26T12:05:00,67,72
2014-11-26T12:10:00,66,79
2014-11-26T12:15:00,66,62
2014-11-26T12:20:00,67,47
2014-11-26T12:25:00,68,84
2014-11-26T12:30:00,70,83
2014-11-26T12:35:00,67,86
2014-11-26T12:40:00,68,101
2014-11-26T12:45:00,66,65
2014-11-26T12:50:00,68,85
2014-11-26T12:55:00,69,70
2014-11-26T13:00:00,69,77
2014-11-26T13:05:00,66,70
2014-11-26T13:10:00,64,85
2014-11-26T13:15:00,63,91
2014-11-26T13:20:00,68,91
2014-11-26T13:25:00,65,99
2014-11-26T13:30:00,71,81
2014-11-26T13:35:00,73,55
2014-11-26T13:40:00,68,92
2014-11-26T13:45:00,70,69
2014-11-26T13:50:00,72,106
2014-11-26T13:55:00,71,119
2014-11-26T14:00:00,69,97
2014-11-26T14:05:00,68,89
2014-11-26T14:10:00,67,69
2014-11-26T14:15:00,65,70
2014-11-26T14:20:00,67,63
2014-11-26T14:25:00,66,95
2014-11-26T14:30:00,69,39
2014-11-26T14:35:00,70,69
2014-11-26T14:40:00,69,109
2014-11-26T14:45:00,68,90
2014-11-26T14:50:00,68,89
2014-11-26T14:55:00,62,70
2014-11-26T15:00:00,64,87
2014-11-26T15:05:00,70,63
2014-11-26T15:10:00,65,71
2014-11-26T15:15:00,68,90
2014-11-26T15:20:00,68,46
2014-11-26T15:25:00,66,66
2014-11-26T15:30:00,67,86
2014-11-26T15:35:00,68,39
2014-11-26T15:40:00,67,60
2014-11-26T15:45:00,67,95
2014-11-26T15:50:00,66,72
2014-11-26T15:55:00,61,81
2014-11-26T16:00:00,31,103
2014-11-26T16:05:00,13,53
2014-11-26T16:10:00,19,88
2014-11-26T16:15:00,13,51
2014-11-26T16:20:00,42,43
2014-11-26T16:25:00,48,84
2014-11-26T16:30:00,51,51
2014-11-26T16:35:00,59,77
2014-11-26T16:40:00,66,26
2014-11-26T16:45:00,54,68
2014-11-26T16:50:00,65,23
2014-11-26T16:55:00,55,72
2014-11-26T17:00:00,44,132
2014-11-26T17:05:00,38,101
2014-11-26T17:10:00,22,61
2014-11-26T17:15:00,18,42
2014-11-26T17:20:00,32,42
2014-11-26T17:25:00,41,88
2014-11-26T17:30:00,38,53
2014-11-26T17:35:00,37,29
2014-11-26T17:40:00,53,59
2014-11-26T17:45:00,40,68
2014-11-26T17:50:00,47,60
2014-11-26T17:55:00,52,66
2014-11-26T18:00:00,55,75
2014-11-26T18:05:00,64,58
2014-11-26T18:10:00,75,52
2014-11-26T18:15:00,62,56
2014-11-26T18:20:00,65,39
2014-11-26T18:25:00,65,30
2014-11-26T18:30:00,60,74
2014-11-26T18:35:00,68,50
2014-11-26T18:40:00,62,78
2014-11-26T18:45:00,64,47
2014-11-26T18:50:00,69,64
2014-11-26T18:55:00,62,57
2014-11-26T19:00:00,61,72
2014-11-26T19:05:00,69,38
2014-11-26T19:10:00,66,31
2014-11-26T19:15:00,65,58
2014-11-26T19:20:00,70,40
2014-11-26T19:25:00,69,38
2014-11-26T19:30:00,67,40
2014-11-26T19:35:00,70,50
2014-11-26T19:40:00,66,54
2014-11-26T19:45:00,70,16
2014-11-26T19:50:00,70,25
2014-11-26T19:55:00,68,55
2014-11-26T20:00:00,67,48
2014-11-26T20:05:00,63,52
2014-11-26T20:10:00,68,48
2014-11-26T20:15:00,65,60
2014-11-26T20:20:00,70,32
2014-11-26T20:25:00,69,33
2014-11-26T20:30:00,68,59
2014-11-26T20:35:00,64,32
2014-11-26T20:40:00,62,74
2014-11-26T20:45:00,65,50
2014-11-26T20:50:00,76,54
2014-11-26T20:55:00,68,39
2014-11-26T21:00:00,62,42
2014-11-26T21:05:00,57,44
2014-11-26T21:10:00,63,56
2014-11-26T21:15:00,63,59
2014-11-26T21:20:00,59,63
2014-11-26T21:25:00,61,30
2014-11-26T21:30:00,82,12
2014-11-26T21:35:00,68,27
2014-11-26T21:40:00,69,59
2014-11-26T21:45:00,65,43
2014-11-26T21:50:00,76,33
2014-11-26T21:55:00,65,64
2014-11-26T22:00:00,62,32
2014-11-26T22:05:00,58,26
2014-11-26T22:10:00,63,42
2014-11-26T22:15:00,69,25
2014-11-26T22:20:00,70,42
2014-11-26T22:25:00,62,47
2014-11-26T22:30:00,65,43
2014-11-26T22:35:00,63,22
2014-11-26T22:40:00,72,56
2014-11-26T22:45:00,68,47
2014-11-26T22:50:00,65,44
2014-11-26T22:55:00,73,21
2014-11-26T23:00:00,77,32
2014-11-26T23:05:00,64,41
2014-11-26T23:10:00,68,21
2014-11-26T23:15:00,68,23
2014-11-26T23:20:00,66,29
2014-11-26T23:25:00,82,13
2014-11-26T23:30:00,67,31
2014-11-26T23:35:00,74,9
2014-11-26T23:40:00,75,33
2014-11-26T23:45:00,67,30
2014-11-26T23:50:00,70,30
2014-11-26T23:55:00,73,26
