dt_8601,speed,count
2014-11-26T07:00:00,72,65
2014-11-26T07:05:00,71,56
2014-11-26T07:10:00,70,58
2014-11-26T07:15:00,70,65
2014-11-26T07:20:00,71,61
2014-11-26T07:25:00,70,72
2014-11-26T07:30:00,71,72
2014-11-26T07:35:00,71,68
2014-11-26T07:40:00,71,70
2014-11-26T07:45:00,72,78
2014-11-26T07:50:00,71,75
2014-11-26T07:55:00,71,82
2014-11-26T08:00:00,71,64
2014-11-26T08:05:00,72,83
2014-11-26T08:10:00,72,72
2014-11-26T08:15:00,72,75
2014-11-26T08:20:00,69,56
2014-11-26T08:25:00,73,48
2014-11-26T08:30:00,73,105
2014-11-26T08:35:00,73,71
2014-11-26T08:40:00,72,92
2014-11-26T08:45:00,71,80
2014-11-26T08:50:00,72,84
2014-11-26T08:55:00,71,93
2014-11-26T09:00:00,72,81
2014-11-26T09:05:00,72,76
2014-11-26T09:10:00,71,85
2014-11-26T09:15:00,72,76
2014-11-26T09:20:00,70,80
2014-11-26T09:25:00,71,89
2014-11-26T09:30:00,72,91
2014-11-26T09:35:00,72,87
2014-11-26T09:40:00,71,84
2014-11-26T09:45:00,71,91
2014-11-26T09:50:00,70,91
2014-11-26T09:55:00,70,107
2014-11-26T10:00:00,71,79
2014-11-26T10:05:00,72,88
2014-11-26T10:10:00,72,87
2014-11-26T10:15:00,71,98
2014-11-26T10:20:00,71,96
2014-11-26T10:25:00,70,88
2014-11-26T10:30:00,71,96
2014-11-26T10:35:00,72,110
2014-11-26T10:40:00,71,83
2014-11-26T10:45:00,72,105
2014-11-26T10:50:00,72,99
2014-11-26T10:55:00,72,98
2014-11-26T11:00:00,71,106
2014-11-26T11:05:00,72,60
2014-11-26T11:10:00,70,134
2014-11-26T11:15:00,71,105
2014-11-26T11:20:00,72,88
2014-11-26T11:25:00,71,86
2014-11-26T11:30:00,71,104
2014-11-26T11:35:00,73,103
2014-11-26T11:40:00,71,90
2014-11-26T11:45:00,71,97
2014-11-26T11:50:00,71,94
2014-11-26T11:55:00,71,82
2014-11-26T12:00:00,71,99
2014-11-26T12:05:00,71,100
2014-11-26T12:10:00,72,75
2014-11-26T12:15:00,72,98
2014-11-26T12:20:00,72,88
2014-11-26T12:25:00,72,99
2014-11-26T12:30:00,71,99
2014-11-26T12:35:00,72,83
2014-11-26T12:40:00,72,103
2014-11-26T12:45:00,70,95
2014-11-26T12:50:00,72,100
2014-11-26T12:55:00,70,52
2014-11-26T13:00:00,71,103
2014-11-26T13:05:00,72,105
2014-11-26T13:10:00,71,108
2014-11-26T13:15:00,72,113
2014-11-26T13:20:00,72,89
2014-11-26T13:25:00,73,112
2014-11-26T13:30:00,70,101
2014-11-26T13:35:00,70,91
2014-11-26T13:40:00,70,89
2014-11-26T13:45:00,72,96
2014-11-26T13:50:00,72,90
2014-11-26T13:55:00,70,113
2014-11-26T14:00:00,70,103
2014-11-26T14:05:00,71,93
2014-11-26T14:10:00,72,93
2014-11-26T14:15:00,73,86
2014-11-26T14:20:00,71,92
2014-11-26T14:25:00,71,92
2014-11-26T14:30:00,70,100
2014-11-26T14:35:00,72,97
2014-11-26T14:40:00,71,78
2014-11-26T14:45:00,70,83
2014-11-26T14:50:00,70,74
2014-11-26T14:55:00,70,80
2014-11-26T15:00:00,69,65
2014-11-26T15:05:00,67,78
2014-11-26T15:10:00,67,72
2014-11-26T15:15:00,67,62
2014-11-26T15:20:00,64,41
2014-11-26T15:25:00,65,21
2014-11-26T15:30:00,64,9
2014-11-26T15:35:00,3,0
2014-11-26T15:40:00,3,0
2014-11-26T15:45:00,3,0
2014-11-26T15:50:00,3,0
2014-11-26T15:55:00,3,0
2014-11-26T16:00:00,3,0
2014-11-26T16:05:00,3,0
2014-11-26T16:10:00,3,0
2014-11-26T16:15:00,3,0
2014-11-26T16:20:00,3,0
2014-11-26T16:25:00,3,0
2014-11-26T16:30:00,3,0
2014-11-26T16:35:00,3,0
2014-11-26T16:40:00,3,0
2014-11-26T16:45:00,3,0
2014-11-26T16:50:00,3,0
2014-11-26T16:55:00,56,1
2014-11-26T17:00:00,52,37
2014-11-26T17:05:00,52,37
2014-11-26T17:10:00,55,23
2014-11-26T17:15:00,53,20
2014-11-26T17:20:00,52,14
2014-11-26T17:25:00,56,14
2014-11-26T17:30:00,54,17
2014-11-26T17:35:00,54,9
2014-11-26T17:40:00,58,3
2014-11-26T17:45:00,58,7
2014-11-26T17:50:00,62,3
2014-11-26T17:55:00,62,2
2014-11-26T18:00:00,64,4
2014-11-26T18:05:00,56,8
2014-11-26T18:10:00,55,10
2014-11-26T18:15:00,59,11
2014-11-26T18:20:00,59,18
2014-11-26T18:25:00,58,7
2014-11-26T18:30:00,61,36
2014-11-26T18:35:00,64,30
2014-11-26T18:40:00,58,34
2014-11-26T18:45:00,64,32
2014-11-26T18:50:00,61,18
2014-11-26T18:55:00,65,15
2014-11-26T19:00:00,65,27
2014-11-26T19:05:00,68,45
2014-11-26T19:10:00,65,43
2014-11-26T19:15:00,65,40
2014-11-26T19:20:00,66,41
2014-11-26T19:25:00,65,34
2014-11-26T19:30:00,66,35
2014-11-26T19:35:00,65,27
2014-11-26T19:40:00,69,45
2014-11-26T19:45:00,67,63
2014-11-26T19:50:00,65,43
2014-11-26T19:55:00,67,50
2014-11-26T20:00:00,64,49
2014-11-26T20:05:00,64,59
2014-11-26T20:10:00,67,47
2014-11-26T20:15:00,66,59
2014-11-26T20:20:00,68,48
2014-11-26T20:25:00,68,55
2014-11-26T20:30:00,63,59
2014-11-26T20:35:00,68,68
2014-11-26T20:40:00,65,49
2014-11-26T20:45:00,67,51
2014-11-26T20:50:00,67,47
2014-11-26T20:55:00,61,43
2014-11-26T21:00:00,62,41
2014-11-26T21:05:00,66,25
2014-11-26T21:10:00,64,25
2014-11-26T21:15:00,64,26
2014-11-26T21:20:00,63,13
2014-11-26T21:25:00,67,25
2014-11-26T21:30:00,64,18
2014-11-26T21:35:00,62,28
2014-11-26T21:40:00,62,13
2014-11-26T21:45:00,63,14
2014-11-26T21:50:00,59,19
2014-11-26T21:55:00,65,34
2014-11-26T22:00:00,64,29
2014-11-26T22:05:00,64,42
2014-11-26T22:10:00,65,39
2014-11-26T22:15:00,62,45
2014-11-26T22:20:00,62,32
2014-11-26T22:25:00,67,54
2014-11-26T22:30:00,65,37
2014-11-26T22:35:00,66,37
2014-11-26T22:40:00,65,31
2014-11-26T22:45:00,67,44
2014-11-26T22:50:00,65,43
2014-11-26T22:55:00,67,27
2014-11-26T23:00:00,65,38
2014-11-26T23:05:00,65,39
2014-11-26T23:10:00,69,35
2014-11-26T23:15:00,66,46
2014-11-26T23:20:00,66,34
2014-11-26T23:25:00,66,39
2014-11-26T23:30:00,67,40
2014-11-26T23:35:00,68,25
2014-11-26T23:40:00,68,19
2014-11-26T23:45:00,67,50
2014-11-26T23:50:00,67,29
2014-11-26T23:55:00,64,34
